movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
Lucky Number Slevin,7/4/2006,"Crime,Drama,Thriller",110,Paul McGuigan,"director,producer",1963,alive,7.7,316265,7.042875087,27000000,22495466,55495466
The Right Stuff,21-10-1983,"Adventure,Biography,Drama",193,Philip Kaufman,"writer,director,producer",1936,alive,7.8,62354,6.20420454,27000000,21500000,21500213
Dark City,27-02-1998,"Fantasy,Mystery,Sci-Fi",100,Alex Proyas,"director,writer,producer",1963,alive,7.6,202445,6.70024421,27000000,14435076,27257061
The Duchess,19-09-2008,"Biography,Drama,History",110,Saul Dibb,"director,producer,writer",1968,alive,6.9,84477,5.627277955,27000000,13848978,45160110
The Honeymooners,10/6/2005,"Comedy,Family,Romance",90,John Schultz,"director,writer,producer",\N,alive,3.4,7459,2.098850396,27000000,12834849,13174426
Return to Oz,21-06-1985,"Adventure,Family,Fantasy",113,Walter Murch,"sound_department,editor,editorial_department",1943,alive,6.7,28333,4.921819613,27000000,10618813,10618813
The Newton Boys,27-03-1998,"Action,Crime,Drama",122,Richard Linklater,"producer,director,writer",1960,alive,6.1,11808,4.076434822,27000000,10341093,10341093
Suspect Zero,27-08-2004,"Crime,Horror,Mystery",99,E. Elias Merhige,"director,writer,producer",1964,alive,5.8,19949,4.09325191,27000000,8712564,8723600
Martian Child,2/11/2007,"Comedy,Drama,Family",106,Menno Meyjes,"writer,director,producer",1954,alive,6.7,20609,4.764912956,27000000,7500310,9352089
Flawless,24-11-1999,"Crime,Drama",112,Joel Schumacher,"director,writer,producer",1939,2020,6.4,19110,4.510096783,27000000,4485485,4485485
What Just Happened,17-10-2008,"Comedy,Drama",104,Barry Levinson,"producer,writer,director",1942,alive,5.6,27839,4.084868982,27000000,1090947,2412123
The Statement,12/12/2003,"Drama,Thriller",114,Norman Jewison,"director,producer,actor",1926,alive,6.2,5360,3.785137094,27000000,765637,1545064
Lucy in the Sky,4/10/2019,"Drama,Romance,Sci-Fi",124,Noah Hawley,"writer,producer,miscellaneous",\N,alive,4.9,8163,3.115488862,27000000,319976,325943
Paul Blart: Mall Cop,16-01-2009,"Action,Comedy,Crime",91,Steve Carr,"director,producer",\N,alive,5.2,112265,4.317169751,26000000,146336178,185904750
Freaky Friday,6/8/2003,"Comedy,Family,Fantasy",97,Mark Waters,"writer,miscellaneous",1964,alive,6.3,141981,5.367153718,26000000,110222438,160822438
Shakespeare in Love,11/12/1998,"Comedy,Drama,History",123,John Madden,"director,producer,writer",1949,alive,7.1,227169,6.310957838,26000000,100317794,279500000
Kindergarten Cop,21-12-1990,"Action,Comedy,Crime",111,Ivan Reitman,"producer,miscellaneous,director",1946,2022,6.2,152724,5.313140599,26000000,91457688,202000000
Pineapple Express,6/8/2008,"Action,Comedy,Crime",111,David Gordon Green,"producer,director,writer",1975,alive,6.9,343866,6.339928695,26000000,87341380,102404019
Philadelphia,22-12-1993,Drama,125,Jonathan Demme,"director,producer,writer",1944,2017,7.7,245313,6.898951121,26000000,77324422,201324422
Ever After: A Cinderella Story,31-07-1998,"Comedy,Drama,Romance",121,Andy Tennant,"producer,director,writer",1955,alive,7.1,77383,5.748389214,26000000,65705772,65705772
Flatliners,10/8/1990,"Drama,Horror,Sci-Fi",115,Joel Schumacher,"director,writer,producer",1939,2020,6.5,88733,5.316923314,26000000,61308153,61308153
Open Range,15-08-2003,"Action,Drama,Romance",139,Kevin Costner,"actor,producer,soundtrack",1955,alive,7.4,74546,5.976513313,26000000,58331254,68613992
Red Eye,19-08-2005,Thriller,85,Wes Craven,"writer,producer,director",1939,2015,6.5,125077,5.481101359,26000000,57891803,96666486
A Bridge Too Far,15-06-1977,"Drama,History,War",175,Richard Attenborough,"actor,producer,director",1923,2014,7.4,57833,5.838299506,26000000,50800000,50800000
Pain & Gain,24-04-2013,"Action,Comedy,Crime",129,Michael Bay,"producer,director,actor",1965,alive,6.4,220283,5.661259266,26000000,49875291,81275291
Final Destination 2,31-01-2003,"Horror,Thriller",90,David R. Ellis,"stunts,assistant_director,actor",1952,2013,6.2,170690,5.363873821,26000000,46896664,90396664
"O Brother, Where Art Thou?",22-12-2000,"Adventure,Comedy,Crime",107,-,-,-,-,7.7,316310,7.04295569,26000000,45506619,75763814
In Good Company,29-12-2004,"Comedy,Drama,Romance",110,Paul Weitz,"producer,writer,director",1965,alive,6.5,55638,5.093698282,26000000,45489752,63463195
Legion,22-01-2010,"Action,Fantasy,Horror",100,Scott Stewart,"producer,writer,visual_effects",\N,alive,5.2,106698,4.297711299,26000000,40168080,67647574
Lawless,29-08-2012,"Biography,Crime,Drama",116,John Hillcoat,"director,producer,writer",1961,alive,7.2,244758,6.441207114,26000000,37397291,54393687
Clockstoppers,29-03-2002,"Action,Adventure,Comedy",94,Jonathan Frakes,"actor,director,producer",1952,alive,5.2,14595,3.536615049,26000000,36985501,38788828
Silverado,10/7/1985,"Action,Crime,Drama",133,Lawrence Kasdan,"writer,producer,director",1949,alive,7.2,45521,5.550132289,26000000,33200000,33200000
Brothers,4/12/2009,"Drama,Thriller,War",105,Jim Sheridan,"producer,director,writer",1949,alive,7.1,131590,6.025734941,26000000,28544157,45043870
The Best of Me,17-10-2014,"Drama,Romance",118,Michael Hoffman,"director,writer,producer",1956,alive,6.6,73755,5.310971857,26000000,26766213,41059418
Agent Cody Banks 2: Destination London,12/3/2004,"Action,Adventure,Comedy",100,Kevin Allen,"actor,director,producer",1962,alive,4.5,15295,3.058296527,26000000,23514247,28703083
Bad Santa 2,23-11-2016,"Comedy,Crime,Drama",92,Mark Waters,"writer,miscellaneous",1964,alive,5.6,26852,4.069996025,26000000,17782176,23345113
Original Sin,3/8/2001,"Drama,Mystery,Romance",116,Michael Cristofer,"actor,writer,director",1945,alive,6,57586,4.706926321,26000000,16521410,16521410
The Raven,12/4/2012,"Crime,Mystery,Thriller",110,James McTeigue,"assistant_director,director,producer",\N,alive,6.4,86346,5.220255735,26000000,16008272,30601801
Welcome to Mooseport,20-02-2004,"Comedy,Romance",110,Donald Petrie,"director,actor,producer",1954,alive,5.3,12994,3.561853484,26000000,14469428,14494770
Motherless Brooklyn,1/11/2019,"Crime,Drama,Mystery",144,Edward Norton,"actor,producer,writer",1969,alive,6.8,58893,5.36332203,26000000,9277736,18477276
The Curse of the Jade Scorpion,24-08-2001,"Comedy,Crime,Mystery",103,Woody Allen,"writer,director,actor",1935,alive,6.7,41207,5.106470469,26000000,7496522,18496522
Judas and the Black Messiah,12/2/2021,"Biography,Drama,History",126,Shaka King,"director,writer,producer",1980,alive,7.4,82358,6.030773342,26000000,5478009,7053949
The Fifth Estate,18-10-2013,"Biography,Crime,Drama",128,Bill Condon,"director,writer,producer",1955,alive,6.2,41663,4.720572847,26000000,3254172,6154172
Blood Ties,30-10-2013,"Action,Crime,Drama",127,Guillaume Canet,"actor,director,writer",1973,alive,6.5,20478,4.61569196,26000000,42472,2923959
Blood Ties,30-10-2013,"Documentary,Drama,Family",83,-,-,-,-,7,64,2.010102717,26000000,42472,2923959
Flipper,17-05-1996,"Adventure,Family",95,-,-,-,-,5.3,11234,3.505099351,25530000,20080020,30593313
The Constant Gardener,31-08-2005,"Drama,Mystery,Romance",129,Fernando Meirelles,"director,producer,writer",1955,alive,7.4,143260,6.332176168,25500000,33579798,86301599
W.,17-10-2008,"Biography,Comedy,Drama",129,Oliver Stone,"director,producer,writer",1946,alive,6.3,48998,4.874005097,25100000,25534493,28575778
The Passion of the Christ,19-02-2004,Drama,127,Mel Gibson,"actor,producer,director",1956,alive,7.2,233924,6.417223797,25000000,370782930,622313635
Mrs. Doubtfire,24-11-1993,"Comedy,Drama",125,Chris Columbus,"producer,writer,director",1958,alive,7.1,271893,6.404837605,25000000,219195051,441286003
Rain Man,16-12-1988,Drama,133,Barry Levinson,"producer,writer,director",1942,alive,8,519268,7.614260616,25000000,172825435,412800000
The Help,10/8/2011,Drama,146,Tate Taylor,"actor,producer,director",1969,alive,8.1,463487,7.643360968,25000000,169705587,213120004
Hidden Figures,25-12-2016,"Biography,Drama,History",127,Theodore Melfi,"producer,director,writer",1970,alive,7.8,234275,6.963838649,25000000,169607287,230677636
Gran Torino,12/12/2008,Drama,116,Clint Eastwood,"actor,producer,director",1930,alive,8.1,780946,7.954288896,25000000,148095302,274543085
Taken,9/4/2008,"Action,Crime,Thriller",90,Pierre Morel,"camera_department,cinematographer,director",1964,alive,7.8,608100,7.511235967,25000000,145000989,226941585
Ride Along,17-01-2014,"Action,Comedy,Crime",99,Tim Story,"director,producer,actor",1970,alive,6.1,116542,5.103969488,25000000,134202565,153733800
The Bodyguard,25-11-1992,"Action,Drama,Music",129,Mick Jackson,"director,producer,miscellaneous",1943,alive,6.3,138302,5.354984592,25000000,122006740,411006740
"Legally Blonde 2: Red, White & Blonde",2/7/2003,Comedy,95,Charles Herman-Wurmfeld,"director,actor,producer",1966,alive,4.7,68766,3.719885164,25000000,90639088,125339088
Scooby-Doo 2: Monsters Unleashed,26-03-2004,"Adventure,Comedy,Family",93,Raja Gosnell,"editor,director,editorial_department",1958,alive,5.2,59723,4.075699688,25000000,84185387,180856996
Anchorman: The Legend of Ron Burgundy,9/7/2004,Comedy,94,Adam McKay,"producer,writer,director",1968,alive,7.1,361957,6.554300219,25000000,84136909,89476265
Up in the Air,4/12/2009,"Comedy,Drama,Romance",109,Jason Reitman,"producer,director,writer",1977,alive,7.4,339244,6.801528824,25000000,83823381,166842739
Freddy vs. Jason,15-08-2003,"Action,Horror",97,Ronny Yu,"director,producer,writer",1950,alive,5.7,121560,4.778317852,25000000,82622655,114576403
Bridge to Terabithia,16-02-2007,"Drama,Family,Fantasy",96,Gabor Csupo,"producer,writer,animation_department",1952,alive,7.2,160777,6.218582707,25000000,82234139,137984788
Jimmy Neutron: Boy Genius,21-12-2001,"Action,Adventure,Animation",82,John A. Davis,"writer,producer,director",1961,alive,6,35650,4.495237374,25000000,80936232,102992536
Cloverfield,18-01-2008,"Action,Adventure,Horror",85,Matt Reeves,"producer,writer,director",1966,alive,7,403667,6.516300591,25000000,80048433,171302226
Dear John,5/2/2010,"Drama,Mystery,Romance",108,Lasse Hallström,"director,writer,cinematographer",1946,alive,6.3,151393,5.396905347,25000000,80014842,142033509
Parental Guidance,25-12-2012,"Comedy,Family",105,Andy Fickman,-,\N,alive,6,26184,4.359005454,25000000,77267296,120832383
The Untouchables,3/6/1987,"Crime,Drama,Thriller",119,Brian De Palma,"director,writer,producer",1940,alive,7.8,314142,7.132187735,25000000,76270454,76271995
No Country for Old Men,9/11/2007,"Crime,Drama,Thriller",122,-,-,-,-,8.2,982420,8.192586275,25000000,74273505,164035753
Bridget Jones's Diary,13-04-2001,"Comedy,Drama,Romance",97,Sharon Maguire,"director,producer,writer",1960,alive,6.8,248283,6.083192518,25000000,71500556,277902373
Chocolat,15-12-2000,"Drama,Romance",121,Lasse Hallström,"director,writer,cinematographer",1946,alive,7.3,194142,6.408064304,25000000,71309760,152500343
No Strings Attached,21-01-2011,"Comedy,Romance",108,Ivan Reitman,"producer,miscellaneous,director",1946,2022,6.2,233445,5.506698112,25000000,70662220,149228078
Contraband,13-01-2012,"Action,Crime,Drama",109,Baltasar Kormákur,"producer,director,writer",1966,alive,6.4,123941,5.390452318,25000000,66528000,98406855
The Lucky One,19-04-2012,"Drama,Mystery,Romance",101,Scott Hicks,"director,writer,assistant_director",1953,alive,6.4,110107,5.334722171,25000000,60457138,96633833
Tombstone,25-12-1993,"Biography,Drama,History",130,-,-,-,-,7.8,152442,6.717233372,25000000,56505065,56505065
Romeo Must Die,22-03-2000,"Action,Crime,Thriller",115,Andrzej Bartkowiak,"cinematographer,director,producer",1950,alive,6.1,71392,4.884023943,25000000,55973336,91036760
The Omen,6/6/2006,"Drama,Fantasy,Horror",110,John Moore,"director,camera_department,producer",1970,alive,5.5,60178,4.321512964,25000000,54607383,119295584
Final Destination 3,10/2/2006,"Horror,Thriller",93,James Wong,"producer,writer,miscellaneous",\N,alive,5.8,145182,4.940240546,25000000,54098051,112798051
Finding Neverland,12/11/2004,"Biography,Drama,Family",106,Marc Forster,"producer,director,writer",1969,alive,7.7,207889,6.805173324,25000000,51676606,115036108
Hide and Seek,28-01-2005,"Horror,Mystery",101,John Polson,"producer,actor,director",1965,alive,5.9,86414,4.802465851,25000000,51100486,123696741
Cobra,23-05-1986,"Action,Crime,Thriller",87,George P. Cosmatos,"director,writer,assistant_director",1941,2005,5.8,74755,4.656985415,25000000,49042224,49042224
The House Bunny,22-08-2008,Comedy,97,Fred Wolf,"writer,actor,director",1964,alive,5.5,85348,4.462914441,25000000,48237389,71390601
Agent Cody Banks,14-03-2003,"Action,Adventure,Comedy",102,Harald Zwart,"director,producer,writer",1965,alive,5.1,35589,3.800534833,25000000,47545060,58240458
Goodfellas,19-09-1990,"Biography,Crime,Drama",145,Martin Scorsese,"producer,director,actor",1942,alive,8.7,1169779,8.811903376,25000000,46743809,47103483
The Giver,15-08-2014,"Drama,Romance,Sci-Fi",97,Phillip Noyce,"producer,director,writer",1950,alive,6.4,120945,5.378929987,25000000,45090374,66540205
Scarface,9/12/1983,"Crime,Drama",170,Brian De Palma,"director,writer,producer",1940,alive,8.3,849076,8.205024486,25000000,44942821,44942821
The Last Emperor,20-11-1987,"Biography,Drama,History",163,Bernardo Bertolucci,"writer,director,producer",1941,2018,7.7,105157,6.419056102,25000000,43984987,44005435
The Night Before,12/11/2015,"Comedy,Fantasy",101,Jonathan Levine,"producer,director,writer",\N,alive,6.4,78174,5.173438255,25000000,43035725,52568099
The Night Before,12/11/2015,Documentary,86,-,-,-,-,5,5,0.460243878,25000000,43035725,52568099
The Beverly Hillbillies,15-10-1993,"Comedy,Family",92,Penelope Spheeris,"director,miscellaneous,producer",1945,alive,5,19039,3.49330622,25000000,42222647,55598481
The Hours,27-12-2002,"Drama,Romance",110,Stephen Daldry,"producer,director,miscellaneous",1960,alive,7.5,133519,6.380670351,25000000,41675994,97030468
Money Talks,22-08-1997,"Action,Comedy,Crime",97,Brett Ratner,"producer,director,music_department",1969,alive,6.2,30066,4.571763197,25000000,41076865,41076865
There Will Be Blood,26-12-2007,Drama,158,Paul Thomas Anderson,"director,writer,producer",1970,alive,8.2,592370,7.887376369,25000000,40222514,77208672
Rugrats Go Wild,13-06-2003,"Adventure,Animation,Comedy",81,-,-,-,-,5.5,8549,3.531816077,25000000,39402572,55443032
The Sisterhood of the Traveling Pants,1/6/2005,"Comedy,Drama,Romance",119,Ken Kwapis,"director,producer,writer",1957,alive,6.5,61871,5.144480071,25000000,39053061,41560117
Undercover Brother,31-05-2002,"Action,Comedy",86,Malcolm D. Lee,"writer,director,producer",1970,alive,5.9,35373,4.414733534,25000000,38230435,40796145
August: Osage County,25-12-2013,"Comedy,Drama",121,John Wells,"producer,writer,director",1956,alive,7.2,91856,5.922035887,25000000,37738810,50738810
Kiss of the Dragon,6/7/2001,"Action,Crime,Thriller",98,Chris Nahon,"director,writer,camera_department",1968,alive,6.6,64631,5.246846711,25000000,36833473,36833473
Million Dollar Arm,16-05-2014,"Biography,Drama,Sport",124,Craig Gillespie,"producer,director,writer",1967,alive,7,46573,5.404066937,25000000,36447959,39217912
Beauty Shop,30-03-2005,Comedy,105,Bille Woodruff,"director,producer,cinematographer",\N,alive,5.6,17733,3.899043347,25000000,36351350,38351350
Just Mercy,25-12-2019,"Biography,Crime,Drama",137,Destin Daniel Cretton,"producer,director,writer",1978,alive,7.6,69320,6.100961481,25000000,36001502,50394773
What a Girl Wants,4/4/2003,"Comedy,Drama,Family",105,Dennie Gordon,"director,producer,writer",1953,alive,5.8,63973,4.590519226,25000000,35990505,37216643
Jeepers Creepers 2,29-08-2003,Horror,106,Victor Salva,"writer,director,producer",1958,alive,5.6,66739,4.445119794,25000000,35623801,119923801
Peppermint,7/9/2018,"Action,Thriller",101,Pierre Morel,"camera_department,cinematographer,director",1964,alive,6.5,66374,5.178078136,25000000,35418723,51800758
Good Luck Chuck,21-09-2007,"Comedy,Romance",101,Mark Helfrich,"editor,editorial_department,director",\N,alive,5.6,91672,4.575906446,25000000,35017297,60709968
Cradle 2 the Grave,28-02-2003,"Action,Crime,Drama",101,Andrzej Bartkowiak,"cinematographer,director,producer",1950,alive,5.8,45491,4.445025179,25000000,34657731,56434942
The Gambler,10/12/2014,"Crime,Drama,Thriller",111,Rupert Wyatt,"producer,director,writer",1972,alive,6,71090,4.799925478,25000000,33680992,38718031
Bride of Chucky,16-10-1998,"Comedy,Horror,Thriller",89,Ronny Yu,"director,producer,writer",1950,alive,5.5,60403,4.32302314,25000000,32404188,50692188
Fist Fight,17-02-2017,Comedy,91,Richie Keen,"director,actor,producer",\N,alive,5.6,43560,4.26933115,25000000,32187017,40286416
August Rush,21-11-2007,"Drama,Music",114,Kirsten Sheridan,"writer,director,editor",1976,alive,7.4,108454,6.180635063,25000000,31664162,64605762
Anacondas: The Hunt for the Blood Orchid,27-08-2004,"Action,Adventure,Horror",97,Dwight H. Little,"director,writer,producer",1956,alive,4.7,32262,3.458174788,25000000,31526393,70326393
The Sitter,9/12/2011,Comedy,81,David Gordon Green,"producer,director,writer",1975,alive,5.6,71378,4.472807661,25000000,30542576,38749404
Elizabeth,6/11/1998,"Biography,Drama,History",124,Shekhar Kapur,"actor,director,producer",1945,alive,7.4,100893,6.14128966,25000000,30082699,82150642
Tora! Tora! Tora!,23-09-1970,"Action,Drama,History",144,-,-,-,-,7.5,35181,5.644696283,25000000,29548291,29548291
Draft Day,11/4/2014,"Drama,Sport",110,Ivan Reitman,"producer,miscellaneous,director",1946,2022,6.8,62020,5.38920544,25000000,28842237,29847480
The Shawshank Redemption,23-09-1994,Drama,142,Frank Darabont,"writer,producer,director",1959,alive,9.3,2695887,10,25000000,28241469,28419159
Rings,3/2/2017,"Drama,Horror,Mystery",102,F. Javier Gutiérrez,"director,writer,producer",1973,alive,4.5,41456,3.38842651,25000000,27793018,82917283
Dance Flick,22-05-2009,"Action,Comedy,Music",83,Damien Dante Wayans,"actor,producer,director",1980,alive,3.5,12445,2.296278809,25000000,25794018,32224624
Crocodile Dundee in Los Angeles,20-04-2001,"Action,Adventure,Comedy",95,Simon Wincer,"director,assistant_director,producer",1943,alive,4.8,25349,3.44939292,25000000,25590119,39393111
